sequence_key,sequence,P_DISS,UGB,AV0,PM,SETTLING_TIME,OFFSET,PSRR,CMRR
c7dbe8dbcbf15a79972cf817ceb414a38a8329da,CIRCUIT_Opamp->VSS->M_BGS->NM33->M_G->VSS->M_B->NM35->M_G->VB2->M_G->NM35->M_B->VSS->M_BS->NM23->M_D->NET1->M_S->NM35->M_D->VOUT1->R_C->R1->R_C->VDD->R_C->R24->R_C->VOUT1->M_D->NM35->M_S->NET1->M_D->NM23->M_G->VIN1->M_G->NM23->M_BS->VSS->M_B->NM35->M_D->VOUT1->M_D->NM35->M_S->NET1->M_S->NM35->M_B->VSS->C_C->C3->C_C->VOUT1->M_D->NM35->M_B->VSS->M_BS->NM23->M_BS->VSS->M_B->NM35->M_D->VOUT1->C_C->C7->C_C->VSS->M_B->NM35->M_S->NET1->M_D->NM23->M_BS->VSS->R_C->R15->R_C->VOUT2->M_D->NM33->M_S->VSS,,,,,,,,
9a383ef2797bccc0c047fc4dfc09cfaefd2327cd,CIRCUIT_Opamp->VSS->M_BS->PM8->M_DG->VB1->M_G->PM34->M_BS->VDD->R_C->R24->R_C->NET4->M_DG->NM29->M_BS->VSS->M_BS->NM2->M_DG->NET3->M_D->PM34->M_D->NET3->M_G->NM23->M_D->VOUT1->M_D->PM12->M_BS->VDD->M_BS->PM24->M_D->NET2->M_G->PM24->M_G->NET2->M_D->NM9->M_B->VSS->M_BS->NM23->M_BS->VSS->M_BS->NM23->M_D->VOUT1->C_C->C4->C_C->NET1->M_G->PM12->M_G->NET1->M_D->NM7->M_S->NET5->M_D->NM31->M_BS->VSS->M_BS->NM23->M_G->NET3->M_D->PM34->M_D->NET3->M_G->NM23->M_D->VOUT1->M_D->PM12->M_G->NET1->M_D->NM7->M_S->NET5->M_S->NM7->M_G->VIN1->M_G->NM7->M_S->NET5->M_S->NM9->M_G->VIN2->M_G->NM9->M_S->NET5->M_S->NM9->M_B->VSS->M_BS->NM31->M_G->NET4->M_G->NM31->M_D->NET5->M_S->NM7->M_B->VSS,,,,,,,,
ce50279f9526036e10135fb1a13a097c9d0d5edb,CIRCUIT_Opamp->VSS->M_B->PM32->M_S->IB1->M_S->PM10->M_B->VDD->M_B->PM10->M_S->IB1->M_S->PM10->M_D->VOUT1->C_C->C3->C_C->NET1->M_G->PM10->M_D->VOUT1->M_D->NM25->M_BS->VSS->M_BS->NM25->M_G->NET1->C_C->C1->C_C->NET2->M_G->PM32->M_D->VOUT1->M_D->NM25->M_G->NET1->C_C->C7->C_C->VOUT1->M_D->PM10->M_G->NET1->C_C->C12->C_C->NET2->R_C->R2->R_C->VIN1->R_C->R15->R_C->NET2->C_C->C5->C_C->NET1->M_G->NM25->M_BS->VSS,,,,,,,,
144cd152ca157db6e7638bc9650632bf09a31b65,CIRCUIT_Opamp->VSS->M_B->NM14->M_S->NET1->M_D->NM5->M_S->NET2->M_D->NM24->M_B->VSS->M_B->NM5->M_G->VIN1->M_G->NM5->M_S->NET2->M_S->NM24->M_G->VIN2->M_G->NM24->M_S->NET2->M_S->NM5->M_D->NET1->M_D->NM5->M_B->VSS->M_B->NM5->M_S->NET2->M_S->NM5->M_B->VSS->C_C->C3->C_C->VOUT1->L_C->L8->L_C->VDD->L_C->L16->L_C->VOUT1->M_D->NM14->M_G->VB1->M_G->NM14->M_B->VSS,,,,,,,,
9ac68d3427577bd4bac14f24f094839770a92a08,CIRCUIT_Opamp->VSS->M_B->NM14->M_D->VOUT2->M_DG->PM23->M_BS->VDD->M_BS->PM1->M_DG->VOUT1->M_D->NM1->M_G->VIN2->M_G->NM1->M_B->VSS->M_BS->NM24->M_D->NET1->M_S->NM14->M_G->VIN1->M_G->NM14->M_B->VSS->M_BS->NM16->M_DG->IB1->M_G->NM24->M_BS->VSS->M_BS->NM24->M_G->IB1->R_C->R27->R_C->VOUT2->M_D->NM14->M_B->VSS->M_B->NM1->M_S->NET1->M_S->NM14->M_D->VOUT2->M_D->NM14->M_B->VSS,,,,,,,,
fe480de3fa004a138766fd16d8774c7c10a55bad,CIRCUIT_Opamp->VSS->M_DG->PM7->M_BS->VDD->M_BS->PM34->M_G->NET3->M_D->NM5->M_G->VIN2->M_G->NM5->M_D->NET3->M_DG->PM17->M_BS->VDD->M_BS->PM34->M_G->NET3->M_D->NM5->M_B->VSS->M_BS->NM35->M_G->NET7->M_D->PM34->M_G->NET3->M_D->NM5->M_B->VSS->M_B->NM5->M_S->NET4->R_C->R11->R_C->VSS->M_BS->NM35->M_D->VOUT1->M_D->NM35->M_G->NET7->M_D->PM34->M_G->NET3->M_D->NM5->M_B->VSS,,,,,,,,
7f41c434ca2a218e44c3fd9055fe2d06f2dbdaa6,CIRCUIT_Opamp->VSS->D_P->DIO7->D_N->NET5->M_S->NM16->M_B->VSS->R_C->R6->R_C->NET3->M_DG->PM7->M_BS->VDD->M_BS->PM33->M_G->NET3->R_C->R2->R_C->VSS->M_B->NM2->M_S->NET5->M_S->NM2->M_B->VSS->M_BS->NM27->M_DG->NET2->M_G->NM22->M_D->NET1->M_DG->PM10->M_BS->VDD->M_BS->PM34->M_DG->NET1->M_D->NM2->M_G->VIN2->M_G->NM2->M_B->VSS->M_B->NM13->M_G->VIN1->M_G->NM13->M_B->VSS->R_C->R11->R_C->NET3->M_G->PM33->M_D->NET2->M_G->NM22->M_D->NET1->M_G->PM15->M_D->VOUT1->M_D->NM13->M_S->NET5->M_D->NM16->M_G->NET2->M_D->PM33->M_BS->VDD->M_BS->PM15->M_G->NET1->M_G->PM15->M_G->NET1->M_D->NM22->M_BS->VSS,,,,,,,,
43768a0cb473920957b820532cc06ea39ec8dcb5,CIRCUIT_Opamp->VSS->D_N->DIO6->D_P->NET2->M_S->NM24->M_B->VSS->M_B->NM5->M_G->NET1->M_D->PM23->M_BS->VDD->M_BS->PM24->M_DG->NET1->M_G->PM23->M_G->NET1->M_D->NM24->M_G->VIN1->M_G->NM24->M_D->NET1->M_G->PM23->M_D->NET1->M_G->NM5->M_B->VSS->R_C->R6->R_C->NET2->M_G->PM22->M_D->VOUT1->M_D->NM5->M_S->NET2->M_DG->NM33->M_BS->VSS->C_C->C3->C_C->VOUT1->C_C->C13->C_C->VSS->M_B->NM5->M_D->VOUT1->M_D->PM22->M_BS->VDD->M_BS->PM23->M_D->NET1->M_G->NM5->M_B->VSS,,,,,,,,
2936f5fe180da4ea81901f3996f132d30f6e9506,CIRCUIT_Opamp->VSS->M_GS->NM29->M_D->NET1->M_D->PM27->M_G->NET3->M_D->NM24->M_B->VSS->M_B->NM29->M_G->VSS->M_B->NM34->M_S->IB1->M_S->NM24->M_G->VIN2->M_G->NM24->M_S->IB1->M_S->NM34->M_B->VSS->M_B->NM29->M_S->VSS->C_C->C5->C_C->VOUT1->M_D->NM34->M_G->VIN1->M_G->NM34->M_S->IB1->M_S->NM24->M_D->NET3->M_DG->PM4->M_BS->VDD->M_BS->PM27->M_D->NET1->M_G->PM32->M_BS->VDD->M_BS->PM32->M_D->VOUT1->M_D->NM34->M_B->VSS,,,,,,,,
c8abaf4b8c5fcdb4809b667ee23cb07ca03dd05c,CIRCUIT_Opamp->VSS->M_BDGS->NM16->M_G->VSS->M_BS->NM24->M_DG->NET1->M_G->NM33->M_D->VOUT1->C_C->C7->C_C->VDD->R_C->R2->R_C->VOUT1->M_D->NM33->M_G->NET1->M_D->PM30->M_BS->VDD->M_BS->PM17->M_G->VIN1->M_G->PM17->M_D->VOUT1->C_C->C1->C_C->VSS->M_BS->NM33->M_D->VOUT1->M_D->PM17->M_BS->VDD->M_BS->PM30->M_D->NET1->M_D->PM30->M_G->IB1->M_G->PM30->M_D->NET1->M_G->NM33->M_BS->VSS,,,,,,,,
2c968325027db51ce8221e04a5c35fe0ed2b5878,CIRCUIT_Opamp->VSS->C_C->C12->C_C->VOUT1->M_D->NM5->M_G->NET1->M_DG->NM33->M_B->VSS->M_BS->NM5->M_BS->VSS->M_B->NM3->M_G->VIN2->M_G->NM3->M_B->VSS->M_B->NM3->M_S->VIN1->M_S->NM3->M_D->VOUT1->R_C->R27->R_C->VDD->R_C->R26->R_C->VOUT1->C_C->C1->C_C->VSS->M_B->NM33->M_S->VIN1->M_S->NM3->M_D->VOUT1->C_C->C4->C_C->VSS,,,,,,,,
6faefd490eac868fa34735b94ff9c2c6382d70f7,CIRCUIT_Opamp->VSS->M_BDG->NM14->M_G->VSS->M_B->NM5->M_S->NET1->M_S->NM14->M_D->VSS->C_C->C7->C_C->VOUT1->M_D->NM5->M_G->VIN1->M_G->NM5->M_S->NET1->M_S->NM14->M_D->VSS->C_C->C6->C_C->NET1->M_S->NM14->M_G->VSS->M_B->NM34->M_D->NET1->M_S->NM14->M_D->VSS->C_C->C5->C_C->VOUT1->C_C->C4->C_C->VSS->M_B->NM5->M_D->VOUT1->M_D->PM27->M_G->NET4->C_C->C3->C_C->VSS->C_C->C1->C_C->NET2->M_G->NM34->M_S->VOUT1->M_D->PM27->M_BS->VDD->M_BS->PM18->M_DG->NET2->M_G->PM6->M_D->VOUT1->M_D->PM6->M_BS->VDD->M_BS->PM27->M_G->NET4->M_G->PM27->M_G->NET4->M_D->NM29->M_B->VSS->M_BS->NM29->M_G->IB1->M_DG->NM24->M_BS->VSS,,,,,,,,
b1d509fc09af6ea842038d27cbde750086ffa530,CIRCUIT_Opamp->VSS->M_BS->PM8->M_DG->NET1->M_G->PM12->M_D->NET3->M_D->PM12->M_BS->VDD->M_BS->PM12->M_D->NET3->M_S->PM24->M_B->NET6->M_B->PM15->M_D->NET4->M_DG->NM16->M_BS->VSS->M_BS->NM5->M_DG->NET2->M_G->NM33->M_D->NET1->M_G->PM12->M_D->NET3->M_S->PM15->M_G->VIN1->M_G->PM15->M_D->NET4->M_G->NM23->M_BS->VSS->M_BS->NM33->M_BS->VSS->M_BS->NM23->M_D->VOUT1->M_D->NM23->M_G->NET4->M_G->NM23->M_BS->VSS->M_BS->NM23->M_G->NET4->M_D->PM24->M_G->VIN2->M_G->PM24->M_D->NET4->M_G->NM23->M_BS->VSS,,,,,,,,
d7b6af69d8fe9c23c0ccb2fd02fd6e4750a0b5ea,CIRCUIT_Opamp->VSS->M_BS->PM2->M_G->VB1->M_G->PM2->M_BS->VSS->C_C->C13->C_C->VOUT1->M_D->NM1->M_G->NET3->M_DG->NM16->M_BS->VSS->M_B->NM1->M_S->NET2->M_D->NM17->M_G->NET1->R_C->R2->R_C->VIN1->R_C->R24->R_C->NET1->M_G->NM17->M_D->NET2->M_S->NM1->M_D->VOUT1->R_C->R27->R_C->VDD->R_C->R25->R_C->VOUT1->C_C->C4->C_C->VSS->M_BS->NM17->M_BS->VSS->M_BS->NM26->M_G->NET3->M_DG->NM16->M_BS->VSS->M_BS->NM26->M_D->NET4->M_S->NM23->M_D->VOUT2->M_D->NM23->M_G->VIN2->M_G->NM23->M_S->NET4->M_S->NM23->M_B->VSS->M_B->NM1->M_G->NET3->R_C->R15->R_C->VDD->R_C->R11->R_C->VOUT1->M_D->NM1->M_B->VSS->M_BS->NM26->M_G->NET3->M_D->PM2->M_D->NET3->M_G->NM1->M_B->VSS,,,,,,,,
b1536ba614ce443508eb93ab32eded07f39b47a3,CIRCUIT_Opamp->VSS->M_BS->NM18->M_D->NET1->M_S->NM29->M_B->VSS->M_BS->NM16->M_G->VIN1->M_G->NM16->M_D->NET1->C_C->C4->C_C->VSS->M_BS->NM18->M_G->NET1->M_G->NM18->M_D->NET1->M_G->NM29->M_D->VOUT1->M_D->NM29->M_G->NET1->R_C->R27->R_C->VDD->R_C->R24->R_C->VOUT1->M_D->NM29->M_B->VSS,,,,,,,,
647bbb097a9dea22a65d2adcc00bfadeae35ebd2,CIRCUIT_Opamp->VSS->B_BCE->PNP24->B_E->VSS->M_B->NM16->M_S->NET1->M_D->NM9->M_G->VB1->M_G->NM9->M_D->NET1->R_C->R27->R_C->VOUT1->R_C->R21->R_C->VDD->R_C->R2->R_C->VOUT1->M_D->NM16->M_G->VIN1->M_G->NM16->M_B->VSS->C_C->C3->C_C->VOUT1->M_D->NM16->M_B->VSS->C_C->C7->C_C->VOUT1->M_D->NM16->M_B->VSS->C_C->C1->C_C->IB1->M_DG->PM30->M_BS->VDD->C_C->C9->C_C->VOUT1->C_C->C12->C_C->VSS->C_C->C13->C_C->VOUT1->M_D->NM16->M_B->VSS->C_C->C5->C_C->IB1->M_DG->PM30->M_BS->VDD->C_C->C6->C_C->VOUT1->M_D->NM16->M_B->VSS->M_B->NM9->M_S->NET2->M_D->NM33->M_BS->VSS->M_BS->NM33->M_G->IB1->C_C->C4->C_C->VSS,,,,,,,,
5b49aea4d202cfda237c820a07b1c5cbfad5576a,CIRCUIT_Opamp->VSS->D_N->DIO8->D_P->NET1->M_BS->NM22->M_D->VOUT1->C_C->C7->C_C->VSS->M_BS->NM16->M_DG->IB1->M_G->NM22->M_BS->NET1->M_B->NM29->M_D->VOUT2->M_D->PM14->M_BS->VDD->M_BS->PM14->M_G->VB1->M_G->PM14->M_D->VOUT2->C_C->C3->C_C->VSS->M_B->NM17->M_S->IB2->M_S->NM29->M_G->VIN2->M_G->NM29->M_S->IB2->M_S->NM17->M_G->VIN1->M_G->NM17->M_D->VOUT1->R_C->R2->R_C->IB1->C_C->C2->C_C->VSS,,,,,,,,
53db8dc6b1c20d93cc158ae5731fd77faa3d172a,CIRCUIT_Opamp->VSS->M_D->PM7->M_B->VDD->M_B->PM20->M_D->VSS->M_D->PM20->M_G->IB1->M_G->PM20->M_S->IB1->M_S->PM7->M_G->VIN1->M_G->PM7->M_D->VSS->M_BS->NM16->M_DG->NET1->M_D->PM14->M_G->VOUT1->M_G->PM14->M_D->NET1->M_D->PM14->M_B->VDD->R_C->R27->R_C->VOUT1->M_D->NM23->M_BS->VSS->M_BS->NM27->M_DG->VOUT1->M_D->NM23->M_G->NET1->M_D->PM14->M_G->VOUT1->M_D->NM23->M_BS->VSS->M_BS->NM23->M_G->NET1->M_D->PM14->M_S->IB1->M_S->PM7->M_D->VSS,,,,,,,,
378673af2458dba62e48032ecfdda75eeeeedfeb,CIRCUIT_Opamp->VSS->M_S->NM24->M_B->VSS->C_C->C3->C_C->NET1->M_D->NM24->M_G->VIN1->M_G->NM24->M_D->NET1->M_G->PM31->M_D->VOUT1->M_D->NM34->M_S->VOUT1->M_S->NM34->M_D->VOUT1->C_C->C7->C_C->VSS->C_C->C13->C_C->VOUT2->M_D->PM32->M_G->NET1->M_D->NM24->M_B->VSS->C_C->C4->C_C->VOUT1->C_C->C12->C_C->VSS->M_B->NM34->M_G->VIN2->M_G->NM34->M_D->VOUT1->C_C->C16->C_C->VSS->M_B->NM24->M_D->NET1->M_DG->PM4->M_BS->VDD->M_BS->PM32->M_BS->VDD->M_BS->PM31->M_D->VOUT1->C_C->C5->C_C->VSS,,,,,,,,
51eec0a27171be515550defc3f95818ccde68fdd,CIRCUIT_Opamp->VSS->M_DS->NM8->M_G->VB1->M_G->NM8->M_S->VSS->C_C->C13->C_C->VOUT1->R_C->R27->R_C->VDD->R_C->R25->R_C->VOUT1->M_D->NM17->M_B->VSS->M_B->NM8->M_D->VSS->M_BS->NM17->M_G->VIN1->M_G->NM17->M_BS->VSS,,,,,,,,
00193f5aaa3114d551d78820e87e4faa23d85372,CIRCUIT_Opamp->VSS->M_BDS->NM33->M_D->VSS->M_B->NM29->M_G->VIN1->M_G->NM29->M_S->NET1->M_D->NM5->M_G->VB1->M_G->NM5->M_BS->VSS->M_BS->NM5->M_D->NET1->M_S->NM29->M_D->VOUT1->R_C->R24->R_C->VDD->R_C->R2->R_C->VOUT1->M_D->NM29->M_B->VSS->M_BS->NM5->M_D->NET1->M_S->NM29->M_B->VSS->M_BS->NM5->M_G->VB1->M_G->NM5->M_BS->VSS->M_B->NM33->M_G->VIN2->M_G->NM33->M_S->VSS,,,,,,,,
bc9b6e46e97f73f92f6e3b090610024c22c4d9a7,CIRCUIT_Opamp->VSS->M_G->PM17->M_S->IB1->M_S->PM17->M_G->VSS->M_D->PM17->M_B->VDD->M_D->NM33->M_B->VSS->C_C->C1->C_C->NET1->R_C->R26->R_C->VOUT1->M_D->NM10->M_S->NET2->M_G->NM10->M_B->VSS->C_C->C4->C_C->NET1->C_C->C7->C_C->NET2->R_C->R25->R_C->VIN1->R_C->R11->R_C->NET2->C_C->C9->C_C->NET1->M_G->NM33->M_B->VSS->M_B->NM10->M_G->NET2->C_C->C12->C_C->NET1->M_G->NM33->M_S->VOUT1->M_S->NM33->M_B->VSS,,,,,,,,
ac8c3eb647a00959bf99d29e258f2f4504d76612,CIRCUIT_Opamp->VSS->M_BG->NM29->M_D->NET1->M_S->NM9->M_D->NET2->M_D->NM9->M_B->VSS->M_B->NM29->M_D->NET1->M_S->NM9->M_G->VDD->R_C->R27->R_C->NET4->M_G->NM26->M_S->NET3->M_D->NM25->M_S->NET2->M_S->NM29->M_G->VSS->M_B->NM25->M_G->VIN1->M_G->NM25->M_S->NET2->M_S->NM29->M_G->VSS->M_B->NM9->M_G->VDD->M_G->NM9->M_S->NET1->M_S->NM9->M_B->VSS->M_B->NM25->M_S->NET2->M_D->NM9->M_B->VSS->C_C->C3->C_C->VOUT1->C_C->C12->C_C->VSS->M_B->NM25->M_D->NET3->M_S->NM26->M_D->NET5->M_S->NM15->M_D->VOUT2->C_C->C7->C_C->VSS->M_B->NM15->M_G->NET4->M_G->NM26->M_B->VSS,,,,,,,,
8dc9aae44160f43c4d37ce1e55583e47d257da64,CIRCUIT_Opamp->VSS->L_C->L19->L_C->NET1->C_C->C3->C_C->NET2->R_C->R27->R_C->VIN1->R_C->R2->R_C->NET2->C_C->C6->C_C->NET1->M_G->NM15->M_B->VSS->M_B->NM15->M_D->VOUT1->L_C->L5->L_C->VDD->L_C->L13->L_C->VOUT1->M_D->NM15->M_S->NET1->C_C->C9->C_C->VSS,,,,,,,,
47dd60e879230b2a4a07811021769e0ec7cc1e23,CIRCUIT_Opamp->VSS->M_BS->PM3->M_D->VOUT1->C_C->C3->C_C->VSS->M_B->NM5->M_S->NET1->M_D->NM5->M_G->VIN1->M_G->NM5->M_B->VSS->M_B->NM29->M_D->NET1->M_D->NM29->M_S->IB1->M_S->NM29->M_G->VIN2->M_G->NM29->M_S->IB1->M_S->NM29->M_B->VSS->M_B->NM5->M_D->NET1->M_DG->PM17->M_BS->VDD->M_BS->PM25->M_D->VOUT2->M_D->NM1->M_G->VB1->M_G->NM1->M_D->VOUT2->M_D->PM25->M_G->NET1->M_D->NM5->M_B->VSS->M_B->NM5->M_D->NET1->M_G->PM3->M_G->NET1->M_D->NM5->M_B->VSS->M_B->NM1->M_S->IB1->M_S->NM29->M_D->NET1->M_D->NM5->M_B->VSS,,,,,,,,
049f7301e75e2764364580f98de3bceeb9887085,CIRCUIT_Opamp->VSS->R_C->R1->R_C->VOUT1->M_D->PM23->M_BS->VDD->M_BS->PM25->M_G->NET1->M_DG->PM24->M_BS->VDD->M_BS->PM23->M_G->NET1->M_D->NM19->M_S->IB1->M_S->NM19->M_D->NET1->M_D->NM19->M_B->VSS->M_B->NM19->M_G->VIN1->M_G->NM19->M_B->VSS->C_C->C3->C_C->VOUT1->M_D->PM25->M_G->NET1->M_D->NM19->M_B->VSS,,,,,,,,
89e7db4354ea1ec8bd8ce4c7a04455d571d55b6f,CIRCUIT_Opamp->VSS->R_C->R1->R_C->VOUT1->M_D->PM24->M_S->IIN1->R_C->R27->R_C->VSS->M_B->NM9->M_S->VOUT1->C_C->C13->C_C->NET1->R_C->R26->R_C->VOUT1->R_C->R9->R_C->NET1->C_C->C1->C_C->VOUT1->C_C->C3->C_C->NET1->M_G->NM9->M_B->VSS->C_C->C6->C_C->VOUT1->M_D->NM9->M_S->VOUT1->M_D->NM15->M_G->VB1->M_G->NM15->M_D->VOUT1->C_C->C7->C_C->VSS->M_B->NM9->M_G->NET1->C_C->C16->C_C->VIN1->C_C->C9->C_C->NET1->M_G->NM9->M_B->VSS->M_B->NM9->M_D->VOUT1->M_D->PM24->M_B->VDD->M_B->PM24->M_G->VB1->M_G->PM24->M_B->VDD->C_C->C5->C_C->VOUT1->M_D->PM24->M_B->VDD->M_B->PM24->M_D->VOUT1->C_C->C8->C_C->VSS->M_BS->NM15->M_BS->VSS,,,,,,,,
a107028d764f9d006a6ae7d4d8595562e1e3ef99,CIRCUIT_Opamp->VSS->C_C->C1->C_C->NET1->M_G->PM1->M_BS->VDD->M_BS->PM34->M_DG->NET1->C_C->C4->C_C->VSS->M_B->NM18->M_D->NET1->M_D->NM18->M_S->IB1->M_S->NM18->M_G->VIN2->M_G->NM18->M_B->VSS->M_B->NM18->M_D->NET1->M_G->PM1->M_D->VOUT1->M_D->PM1->M_G->NET1->C_C->C13->C_C->VSS,,,,,,,,
6e9ce4f7e0a4f550005dfe1190639fe594a91d0f,CIRCUIT_Opamp->VSS->B_E->NPN23->B_BC->NET4->R_C->R2->R_C->VOUT1->M_D->NM17->M_G->NET3->M_G->NM17->M_D->VOUT1->M_D->PM1->M_S->NET7->M_D->PM19->M_BS->VDD->M_B->PM1->M_G->VB2->M_G->PM1->M_B->VDD->M_BS->PM19->M_G->VB1->M_G->PM19->M_D->NET7->M_D->NM24->M_B->VSS->M_BS->NM17->M_G->NET3->M_S->NM24->M_G->NET5->C_C->C9->C_C->VOUT1->M_D->PM1->M_S->NET7->M_D->NM24->M_B->VSS->M_B->NM24->M_D->NET7->M_D->NM24->M_B->VSS->M_BS->NM17->M_BS->VSS->M_B->NM17->M_S->VSS->M_B->NM17->M_S->VSS->M_B->NM24->M_G->NET5->M_DG->NM18->M_S->NET6->M_D->NM29->M_G->VIN2->M_G->NM29->M_B->VSS->M_B->NM18->M_DG->NET5->M_G->NM24->M_B->VSS->M_B->NM29->M_S->NET6->M_S->NM29->M_B->VSS,,,,,,,,
0d3738655e121c0955810c16c092983c00966b5f,CIRCUIT_Opamp->VSS->M_S->NM3->M_D->VOUT1->M_G->NM3->M_D->VOUT1->R_C->R1->R_C->VDD->M_B->PM12->M_G->VB1->M_G->PM12->M_S->IB1->M_S->PM12->M_D->VSS->M_B->NM3->M_S->VSS->M_D->PM12->M_S->IB1->M_S->PM12->M_D->VSS->M_B->NM13->M_G->VIN1->M_G->NM13->M_B->VSS->M_B->NM13->M_D->NET1->M_DG->PM18->M_BS->VDD->M_BS->PM18->M_DG->NET1->M_D->NM13->M_B->VSS->M_B->NM13->M_D->NET1->M_G->PM25->M_D->VOUT1->M_D->NM3->M_B->VSS->M_BS->NM19->M_G->VB1->M_G->NM19->M_BS->VSS->M_B->NM13->M_S->IB1->M_S->NM13->M_D->NET1->M_G->PM25->M_BS->VDD->M_BS->PM25->M_D->VOUT1->M_D->NM3->M_B->VSS->M_BS->NM19->M_D->IB1->M_S->NM13->M_B->VSS,,,,,,,,
ed6408cd6da995cb503f2c9bdb56bd73a929c5e0,CIRCUIT_Opamp->VSS->M_DS->NM32->M_G->VB1->M_G->NM32->M_D->VSS->M_B->NM33->M_D->NET1->M_D->PM28->M_BS->VDD->M_BS->PM20->M_G->NET1->M_D->NM33->M_S->IB1->M_S->NM33->M_G->VIN1->M_G->NM33->M_B->VSS->M_B->NM32->M_S->VSS->M_B->NM33->M_D->NET1->M_G->PM28->M_G->NET1->C_C->C7->C_C->VSS->C_C->C5->C_C->IB1->M_S->NM33->M_B->VSS->C_C->C3->C_C->NET2->R_C->R26->R_C->VOUT1->R_C->R25->R_C->VDD->R_C->R2->R_C->VOUT1->M_D->PM20->M_D->VOUT1->M_D->NM23->M_B->VSS->M_B->NM32->M_D->VSS->M_B->NM33->M_D->NET1->M_D->NM33->M_B->VSS->M_B->NM23->M_S->IB1->M_S->NM23->M_G->VIN2->M_G->NM23->M_D->VOUT1->C_C->C1->C_C->VSS,,,,,,,,
826f932d0544acd2bbd337cd2d9017780838c998,CIRCUIT_Opamp->VSS->M_BDS->NM5->M_G->VB2->M_G->NM5->M_B->VSS->M_B->NM9->M_G->VB1->M_G->NM9->M_B->VSS->M_BS->NM29->M_D->VOUT1->R_C->R27->R_C->NET1->R_C->R24->R_C->VIN1->R_C->R11->R_C->NET1->M_G->NM29->M_BS->VSS->M_BS->NM29->M_G->NET1->M_G->NM29->M_D->VOUT1->M_D->NM29->M_D->VOUT1->R_C->R2->R_C->VDD->R_C->R15->R_C->VOUT1->M_D->NM29->M_BS->VSS->M_BS->NM9->M_D->VIN1->M_D->NM9->M_S->VSS,,,,,,,,
b3a0cc1c7f9f81621b6ff27ff843b2efe008c8dd,CIRCUIT_Opamp->VSS->L_C->L8->L_C->NET4->M_S->NM24->M_B->VSS->M_B->NM35->M_G->VIN2->M_G->NM35->M_B->VSS->M_B->NM24->M_D->NET3->M_S->NM15->M_B->VSS->M_B->NM15->M_D->NET3->M_S->NM15->M_G->VIN1->M_G->NM15->M_B->VSS->C_C->C7->C_C->VOUT1->C_C->C12->C_C->VSS->M_B->NM24->M_G->NET2->M_D->PM29->M_BS->VDD->M_BS->PM24->M_G->NET1->M_DG->PM24->M_BS->VDD->M_B->PM29->M_G->NET1->M_D->NM35->M_S->IB1->M_S->NM35->M_D->NET1->M_DG->PM24->M_DG->NET1->M_D->NM35->M_B->VSS,,,,,,,,
7817ba4847657de681fac4b031cf5b58f42c3728,CIRCUIT_Opamp->VSS->M_B->PM32->M_S->NET2->M_S->NM24->M_B->VSS->M_B->NM29->M_S->IB1->M_D->PM32->M_G->VIN1->M_G->PM32->M_D->IB1->M_S->NM29->M_D->NET1->M_G->PM22->M_D->VOUT1->M_D->NM24->M_G->VIN2->M_G->NM24->M_D->VOUT1->M_D->PM22->M_G->NET1->M_D->NM29->M_G->VB1->M_G->NM29->M_D->NET1->M_D->NM29->M_B->VSS->C_C->C3->C_C->VOUT1->M_D->PM22->M_BS->VDD->M_BS->PM22->M_D->VOUT1->C_C->C7->C_C->VSS,,,,,,,,
812d4c2b9bf43f1ff247d321950de8295a8f7fb8,CIRCUIT_Opamp->VSS->M_BS->NM26->M_D->NET1->M_S->NM29->M_G->VIN2->M_G->NM29->M_D->NET2->R_C->R6->R_C->NET3->M_G->NM26->M_BS->VSS->M_B->NM29->M_D->NET2->R_C->R2->R_C->VDD->R_C->R1->R_C->VOUT1->R_C->R9->R_C->NET1->M_S->NM29->M_D->NET2->M_D->NM29->M_B->VSS,,,,,,,,
c18c1f507539189010c358193ea281dc06c0a5cc,CIRCUIT_Opamp->VSS->M_BS->PM12->M_G->NET2->M_D->NM12->M_G->VIN1->M_G->NM12->M_D->NET2->M_G->PM24->M_BS->VDD->M_B->PM34->M_S->NET1->M_D->PM24->M_G->NET2->M_D->NM12->M_B->VSS->M_BS->NM29->M_DG->NET3->M_G->NM29->M_D->NET3->M_D->NM29->M_BS->VSS->M_BS->NM29->M_BS->VSS->M_BS->NM24->M_D->VOUT1->M_D->NM24->M_BS->VSS->M_BS->NM29->M_D->NET3->M_G->NM24->M_G->NET3->R_C->R11->R_C->VDD->M_BS->PM24->M_D->NET1->M_S->PM34->M_D->NET2->M_D->PM34->M_G->VIN2->M_G->PM34->M_D->NET2->M_D->NM12->M_S->NET1->M_S->PM34->M_D->NET2->M_D->NM12->M_B->VSS->M_BS->NM29->M_G->NET3->M_D->PM12->M_D->NET3->M_G->NM29->M_BS->VSS,,,,,,,,
